latitude,longitude,maxCTE,maxPassDist
47.7947066,-4.4027710,500000,100000
42.4234565,-18.7426758,500000,100000
28.1495032,-23.8842773,500000,100000
19.9113835,-34.8706055,500000,100000
18.3128108,-57.2167969,500000,100000
18.4639786,-66.0415649,500000,10000

