UTC,latitude,longitude,CTEratio
2.0412e+06,36.74048233,-21.18319130,0.02710166
2.0448e+06,36.71202469,-21.19584084,0.02747984
2.0484e+06,36.68357086,-21.20848465,0.02785945
2.052e+06,36.65513229,-21.22113419,0.02824315
2.0556e+06,36.62667847,-21.23378372,0.02862660
2.0592e+06,36.59822464,-21.24642944,0.02901169
2.0628e+06,36.56977463,-21.25905418,0.02939498
2.0664e+06,36.54132843,-21.27168274,0.02978086
2.07e+06,36.51288223,-21.28430939,0.03016875
2.0736e+06,36.48444748,-21.29691696,0.03055483
2.0772e+06,36.45599365,-21.30952454,0.03094175
2.0808e+06,36.42753220,-21.32213020,0.03132892
2.0844e+06,36.39909363,-21.33472824,0.03171810
2.088e+06,36.37064743,-21.34730339,0.03210519
2.0916e+06,36.34218979,-21.35988045,0.03249319
2.0952e+06,36.31373215,-21.37245560,0.03288246
2.0988e+06,36.28525925,-21.38503265,0.03327265
2.1024e+06,36.25682449,-21.39760780,0.03366652
2.106e+06,36.22837067,-21.41018677,0.03406196
2.1096e+06,36.19993591,-21.42275429,0.03445722
2.1132e+06,36.17145920,-21.43531609,0.03485128
2.1168e+06,36.14300537,-21.44787598,0.03524836
2.1204e+06,36.11455536,-21.46042061,0.03564459
2.124e+06,36.08611679,-21.47294998,0.03603997
2.1276e+06,36.05767822,-21.48548317,0.03643780
2.1312e+06,36.02920914,-21.49801636,0.03683596
2.1348e+06,36.00074387,-21.51054001,0.03723402
2.1384e+06,35.97224808,-21.52283859,0.03759231
2.142e+06,35.94365692,-21.53482056,0.03789208
2.1456e+06,35.91508484,-21.54680634,0.03819548
2.1492e+06,35.88650894,-21.55878258,0.03849818
2.1528e+06,35.85793686,-21.57075310,0.03880204
2.1564e+06,35.82937241,-21.58272171,0.03910781
2.16e+06,35.80080032,-21.59469223,0.03941381
2.1636e+06,35.77222824,-21.60666084,0.03972233
2.1672e+06,35.74365234,-21.61862183,0.04002973
2.1708e+06,35.71507645,-21.63057327,0.04033783
2.1744e+06,35.68651962,-21.64251900,0.04064787
2.178e+06,35.65794373,-21.65444374,0.04095464
2.1816e+06,35.62939072,-21.66636658,0.04126286
2.1852e+06,35.60083771,-21.67829132,0.04157348
2.1888e+06,35.57228851,-21.69021416,0.04188605
2.1924e+06,35.54371643,-21.70213890,0.04219874
2.196e+06,35.51514816,-21.71406364,0.04251340
2.1996e+06,35.48657990,-21.72598648,0.04282905
2.2032e+06,35.45801163,-21.73789978,0.04314439
2.2068e+06,35.42947006,-21.74980927,0.04346189
2.2104e+06,35.40089798,-21.76171494,0.04377961
2.214e+06,35.37232208,-21.77362442,0.04409840
2.2176e+06,35.34375763,-21.78551674,0.04441679
2.2212e+06,35.31518936,-21.79740334,0.04473567
2.2248e+06,35.28664017,-21.80928802,0.04505613
2.2284e+06,35.25807571,-21.82117271,0.04537746
2.232e+06,35.22949600,-21.83303261,0.04569521
2.2356e+06,35.20092010,-21.84489250,0.04601498
2.2392e+06,35.17236710,-21.85675049,0.04633718
2.2428e+06,35.14381790,-21.86860847,0.04666038
2.2464e+06,35.11524582,-21.88046837,0.04698570
2.25e+06,35.08666611,-21.89232635,0.04731041
2.2536e+06,35.05809402,-21.90418816,0.04763769
2.2572e+06,35.02952194,-21.91604233,0.04796567
2.2608e+06,35.00095367,-21.92788315,0.04829355
2.2644e+06,34.97239685,-21.93972969,0.04862379
2.268e+06,34.94380951,-21.95156097,0.04895117
2.2716e+06,34.91523361,-21.96337891,0.04927800
2.2752e+06,34.88666153,-21.97519684,0.04960746
2.2788e+06,34.85810089,-21.98701477,0.04993847
2.2824e+06,34.82933807,-21.99748039,0.05002087
2.286e+06,34.80045700,-22.00739288,0.05000155
2.2896e+06,34.77157593,-22.01731300,0.04998379
2.2932e+06,34.74275208,-22.02750015,0.05001827
2.2968e+06,34.71384048,-22.03728485,0.04997759
2.3004e+06,34.68500519,-22.04742622,0.05000470
2.304e+06,34.65613174,-22.05734444,0.04999316
2.3076e+06,34.62725067,-22.06726265,0.04998129
2.3112e+06,34.59840775,-22.07739639,0.05001161
2.3148e+06,34.56954193,-22.08730125,0.05000129
2.3184e+06,34.54067612,-22.09719276,0.04998925
2.322e+06,34.51184082,-22.10729790,0.05001893
2.3256e+06,34.48295975,-22.11717224,0.05000571
2.3292e+06,34.45407867,-22.12691307,0.04997064
2.3328e+06,34.42524338,-22.13706207,0.05001094
2.3364e+06,34.39637375,-22.14694214,0.05000342
2.34e+06,34.36751175,-22.15681458,0.04999626
2.3436e+06,34.33864212,-22.16668701,0.04999047
2.3472e+06,34.30977631,-22.17655754,0.04998468
2.3508e+06,34.28092957,-22.18642235,0.04998127
2.3544e+06,34.25206375,-22.19628525,0.04997704
2.358e+06,34.22319794,-22.20614624,0.04997338
2.3616e+06,34.19432449,-22.21600914,0.04997143
2.3652e+06,34.16545486,-22.22587204,0.04997057
2.3688e+06,34.13663864,-22.23599243,0.05002007
2.3724e+06,34.10777664,-22.24582291,0.05001645
2.376e+06,34.07892227,-22.25564766,0.05001330
2.3796e+06,34.05004883,-22.26547241,0.05001124
2.3832e+06,34.02119064,-22.27529335,0.05000946
2.3868e+06,33.99232483,-22.28512573,0.05001111
2.3904e+06,33.96347427,-22.29494858,0.05001243
2.394e+06,33.93460083,-22.30477333,0.05001444
2.3976e+06,33.90575027,-22.31459999,0.05001987
2.4012e+06,33.87681961,-22.32415771,0.04997302
2.4048e+06,33.84794998,-22.33396721,0.04997698
2.4084e+06,33.81908035,-22.34377480,0.04998093
2.412e+06,33.79024887,-22.35358429,0.04998839
2.4156e+06,33.76139069,-22.36338997,0.04999514
2.4192e+06,33.73252106,-22.37319756,0.05000360
2.4228e+06,33.70366669,-22.38298798,0.05000990
2.4264e+06,33.67482376,-22.39277458,0.05001781
2.43e+06,33.64594269,-22.40229607,0.04997746
2.4336e+06,33.61709213,-22.41207886,0.04998685
2.4372e+06,33.58821869,-22.42185211,0.04999411
2.4408e+06,33.55935669,-22.43162346,0.05000307
2.4444e+06,33.53047943,-22.44140053,0.05001355
2.448e+06,33.50157928,-22.45091057,0.04997548
2.4516e+06,33.47271347,-22.46068382,0.04998834
2.4552e+06,33.44384766,-22.47045517,0.05000192
2.4588e+06,33.41498184,-22.48023224,0.05001741
2.4624e+06,33.38606644,-22.48974037,0.04998299
2.466e+06,33.35720444,-22.49949837,0.04999825
2.4696e+06,33.32834244,-22.50925636,0.05001430
2.4732e+06,33.29943466,-22.51874352,0.04998030
2.4768e+06,33.27056503,-22.52847481,0.04999315
2.4804e+06,33.24170303,-22.53820610,0.05000875
2.484e+06,33.21279526,-22.54767418,0.04997414
2.4876e+06,33.18392944,-22.55740547,0.04999102
2.4912e+06,33.15506363,-22.56713676,0.05000943
2.4948e+06,33.12615967,-22.57660103,0.04997821
2.4984e+06,33.09729385,-22.58632088,0.04999720
2.502e+06,33.06843948,-22.59603691,0.05001699
2.5056e+06,33.03953934,-22.60549164,0.04998761
2.5092e+06,33.01066589,-22.61516380,0.05000103
2.5128e+06,32.98178482,-22.62479210,0.05000616
2.5164e+06,32.95288849,-22.63442039,0.05001252
2.52e+06,32.92396545,-22.64382935,0.04997894
2.5236e+06,32.89506912,-22.65345192,0.04998575
2.5272e+06,32.86617661,-22.66307449,0.04999471
2.5308e+06,32.83728790,-22.67268181,0.05000179
2.5344e+06,32.80839539,-22.68227959,0.05000805
2.538e+06,32.77947998,-22.69165611,0.04997431
2.5416e+06,32.75059128,-22.70134544,0.05000021
2.5452e+06,32.72167969,-22.71075821,0.04997553
2.5488e+06,32.69282913,-22.72043800,0.05000386
2.5524e+06,32.66392899,-22.72984886,0.04998199
2.556e+06,32.63505554,-22.73952866,0.05001102
2.5596e+06,32.60614395,-22.74894333,0.04999230
2.5632e+06,32.57721329,-22.75835419,0.04997140
2.5668e+06,32.54835510,-22.76802826,0.05000367
2.5704e+06,32.51904678,-22.77286148,0.04913591
2.574e+06,32.48971176,-22.77746964,0.04822721
2.5776e+06,32.46037674,-22.78207970,0.04731776
2.5812e+06,32.43103409,-22.78668976,0.04640959
2.5848e+06,32.40169525,-22.79129601,0.04550148
2.5884e+06,32.37238693,-22.79641533,0.04468785
2.592e+06,32.34308624,-22.80154037,0.04387700
2.5956e+06,32.31374741,-22.80666161,0.04306403
2.5992e+06,32.28442383,-22.81178284,0.04225199
2.6028e+06,32.25510788,-22.81690788,0.04144183
2.6064e+06,32.22577667,-22.82207298,0.04063820
2.61e+06,32.19645691,-22.82772827,0.03992555
2.6136e+06,32.16712952,-22.83337784,0.03921185
2.6172e+06,32.13782120,-22.83902931,0.03849968
2.6208e+06,32.10850906,-22.84468269,0.03778902
2.6244e+06,32.07919693,-22.85033417,0.03707846
2.628e+06,32.04989243,-22.85598373,0.03636808
2.6316e+06,32.02058411,-22.86181259,0.03569167
2.6352e+06,31.99130058,-22.86800385,0.03508296
2.6388e+06,31.96202469,-22.87419510,0.03447564
2.6424e+06,31.93275261,-22.88037300,0.03386638
2.646e+06,31.90349197,-22.88654327,0.03325655
2.6496e+06,31.87421799,-22.89271545,0.03264833
2.6532e+06,31.84494781,-22.89888954,0.03204046
2.6568e+06,31.81567764,-22.90505981,0.03143305
2.6604e+06,31.78642654,-22.91149330,0.03087590
2.664e+06,31.75717926,-22.91819763,0.03036846
2.6676e+06,31.72793961,-22.92490387,0.02986288
2.6712e+06,31.69870949,-22.93159485,0.02935554
2.6748e+06,31.66947365,-22.93827057,0.02884635
2.6784e+06,31.64023590,-22.94494247,0.02833676
2.682e+06,31.61099052,-22.95162582,0.02782954
2.6856e+06,31.58176994,-22.95830917,0.02732441
2.6892e+06,31.55253792,-22.96498871,0.02681877
2.6928e+06,31.52330780,-22.97171402,0.02632300
2.6964e+06,31.49412155,-22.97892189,0.02591822
2.7e+06,31.46491623,-22.98612785,0.02551320
2.7036e+06,31.43573380,-22.99332237,0.02510814
2.7072e+06,31.40655136,-23.00051689,0.02470366
2.7108e+06,31.37738419,-23.00770950,0.02430061
2.7144e+06,31.34821892,-23.01490211,0.02389866
2.718e+06,31.31900978,-23.02209854,0.02349577
2.7216e+06,31.28981400,-23.02929306,0.02309386
2.7252e+06,31.26062584,-23.03648376,0.02269256
2.7288e+06,31.23143578,-23.04368019,0.02229394
2.7324e+06,31.20227814,-23.05085945,0.02189361
2.736e+06,31.17307854,-23.05811501,0.02150609
2.7396e+06,31.14395905,-23.06582260,0.02120752
2.7432e+06,31.11481094,-23.07352448,0.02090649
2.7468e+06,31.08567619,-23.08122635,0.02060777
2.7504e+06,31.05654144,-23.08893585,0.02031106
2.754e+06,31.02737808,-23.09663582,0.02001190
2.7576e+06,30.99823570,-23.10433960,0.01971464
2.7612e+06,30.96908569,-23.11202049,0.01941439
2.7648e+06,30.93994141,-23.11970329,0.01911615
2.7684e+06,30.91080666,-23.12738419,0.01881773
2.772e+06,30.88164139,-23.13506508,0.01851998
2.7756e+06,30.85248756,-23.14272308,0.01821871
2.7792e+06,30.82334900,-23.15038300,0.01792008
2.7828e+06,30.79424286,-23.15830421,0.01767178
2.7864e+06,30.76526260,-23.16700554,0.01757519
2.79e+06,30.73624420,-23.17545319,0.01743102
2.7936e+06,30.70721817,-23.18389130,0.01728614
2.7972e+06,30.67824554,-23.19259453,0.01719341
2.8008e+06,30.64921761,-23.20103645,0.01705100
2.8044e+06,30.62019920,-23.20946884,0.01690788
2.808e+06,30.59121895,-23.21816063,0.01681609
2.8116e+06,30.56219101,-23.22659302,0.01667396
2.8152e+06,30.53316498,-23.23503113,0.01653498
2.8188e+06,30.50419235,-23.24372482,0.01644658
2.8224e+06,30.47517967,-23.25214195,0.01630650
2.826e+06,30.44616508,-23.26055527,0.01616562
2.8296e+06,30.41713715,-23.26897621,0.01602664
2.8332e+06,30.38816071,-23.27765083,0.01593818
2.8368e+06,30.35914993,-23.28607178,0.01580252
2.8404e+06,30.33010674,-23.29447365,0.01566172
2.844e+06,30.30109978,-23.30286980,0.01552400
2.8476e+06,30.27211189,-23.31152153,0.01543454
2.8512e+06,30.24307632,-23.31991577,0.01529595
2.8548e+06,30.21405983,-23.32831001,0.01515947
2.8584e+06,30.18503761,-23.33670425,0.01502271
2.862e+06,30.15602303,-23.34509850,0.01488911
2.8656e+06,30.12704659,-23.35374832,0.01480470
2.8692e+06,30.09804153,-23.36214638,0.01467338
2.8728e+06,30.06900024,-23.37053871,0.01454021
2.8764e+06,30.03997803,-23.37893295,0.01440917
2.88e+06,30.01095581,-23.38732338,0.01427794
2.8836e+06,29.98192787,-23.39570427,0.01414528
2.8872e+06,29.95290756,-23.40407372,0.01401274
2.8908e+06,29.92386055,-23.41244507,0.01388001
2.8944e+06,29.89487076,-23.42107773,0.01379943
2.898e+06,29.86584282,-23.42944336,0.01366803
2.9016e+06,29.83680725,-23.43781853,0.01353933
2.9052e+06,29.80778313,-23.44618416,0.01341001
2.9088e+06,29.77875328,-23.45454979,0.01328136
2.9124e+06,29.74972153,-23.46290588,0.01315252
2.916e+06,29.72068977,-23.47125435,0.01302225
2.9196e+06,29.69166946,-23.47960663,0.01289421
2.9232e+06,29.66264153,-23.48795700,0.01276706
2.9268e+06,29.63359833,-23.49625969,0.01263064
2.9304e+06,29.60458374,-23.50469780,0.01252226
2.934e+06,29.57553101,-23.51291656,0.01237130
2.9376e+06,29.54650688,-23.52135277,0.01226354
2.9412e+06,29.51745796,-23.52957535,0.01211538
2.9448e+06,29.48842049,-23.53792381,0.01199245
2.9484e+06,29.45939827,-23.54626274,0.01186913
2.952e+06,29.43037987,-23.55459023,0.01174595
2.9556e+06,29.40135956,-23.56291962,0.01162333
2.9592e+06,29.37234116,-23.57124901,0.01150127
2.9628e+06,29.34331322,-23.57957649,0.01137999
2.9664e+06,29.31429482,-23.58790207,0.01125908
2.97e+06,29.28527641,-23.59622192,0.01113842
2.9736e+06,29.25621414,-23.60427475,0.01096604
2.9772e+06,29.22719193,-23.61258125,0.01084415
2.9808e+06,29.19817162,-23.62088585,0.01072315
2.9844e+06,29.16915703,-23.62919617,0.01060465
2.988e+06,29.14013481,-23.63750458,0.01048544
2.9916e+06,29.11111259,-23.64581299,0.01036808
2.9952e+06,29.08208847,-23.65411758,0.01025074
2.9988e+06,29.05303574,-23.66216660,0.01008425
3.0021e+06,29.02644539,-23.66988754,0.32857925
3.0057e+06,29.00345230,-23.69324112,0.31576431
3.0093e+06,28.98046494,-23.71659470,0.30300738
3.0129e+06,28.95747185,-23.73995018,0.29031106
3.0165e+06,28.93448067,-23.76329994,0.27769037
3.0201e+06,28.91149330,-23.78662491,0.26516028
3.0237e+06,28.88850021,-23.80994415,0.25272458
3.0273e+06,28.86550903,-23.83326530,0.24040122
3.0309e+06,28.84252357,-23.85658455,0.22820816
3.0345e+06,28.81953239,-23.87990570,0.21616597
3.0381e+06,28.79653931,-23.90318871,0.20430797
3.0417e+06,28.77355194,-23.92646599,0.19266603
3.0453e+06,28.75056076,-23.94974327,0.18127550
3.0489e+06,28.72757149,-23.97302055,0.17018870
3.0525e+06,28.70457649,-23.99629784,0.15946975
3.0561e+06,28.68158913,-24.01957512,0.14920016
3.0597e+06,28.65859985,-24.04285240,0.13947703
3.0633e+06,28.63561440,-24.06612968,0.13042604
3.0669e+06,28.61263466,-24.08940697,0.12219606
3.0705e+06,28.58965492,-24.11267662,0.11496444
3.0741e+06,28.56640625,-24.13557434,0.10885412
3.0777e+06,28.54312897,-24.15844917,0.10412532
3.0813e+06,28.51966286,-24.18104362,0.10091652
3.0849e+06,28.49610519,-24.20350266,0.09917523
3.0885e+06,28.47255325,-24.22596169,0.09765561
3.0921e+06,28.44898796,-24.24842262,0.09613580
3.0957e+06,28.42541885,-24.27088165,0.09461656
3.0993e+06,28.40185547,-24.29332352,0.09309842
3.1029e+06,28.37855721,-24.31612396,0.09167139
3.1065e+06,28.35527992,-24.33893394,0.09025042
3.1101e+06,28.33200264,-24.36174393,0.08883218
3.1137e+06,28.30871964,-24.38455200,0.08741404
3.1173e+06,28.28544235,-24.40736389,0.08600024
3.1209e+06,28.26226044,-24.43030167,0.08461805
3.1245e+06,28.23927689,-24.45347404,0.08330237
3.1281e+06,28.21629715,-24.47665596,0.08199007
3.1317e+06,28.19331360,-24.49983597,0.08067838
3.1353e+06,28.17032242,-24.52301216,0.07936691
3.1389e+06,28.14734268,-24.54619217,0.07806000
3.1425e+06,28.12442970,-24.56943893,0.07677362
3.1461e+06,28.10174942,-24.59298515,0.07556695
3.1497e+06,28.07906342,-24.61653137,0.07436020
3.1533e+06,28.05637741,-24.64006615,0.07315510
3.1569e+06,28.03369522,-24.66359901,0.07195177
3.1605e+06,28.01101494,-24.68712616,0.07075027
3.1641e+06,27.98833275,-24.71065903,0.06955075
3.1677e+06,27.96581650,-24.73439789,0.06840622
3.1713e+06,27.94343948,-24.75828743,0.06730720
3.1749e+06,27.92106628,-24.78218079,0.06621066
3.1785e+06,27.89868546,-24.80606651,0.06511448
3.1821e+06,27.87631035,-24.82993889,0.06401844
3.1857e+06,27.85394096,-24.85381317,0.06292650
3.1893e+06,27.83156395,-24.87768555,0.06183491
3.1929e+06,27.80924416,-24.90160179,0.06075965
3.1965e+06,27.78719330,-24.92582321,0.05977088
3.2001e+06,27.76513481,-24.95002174,0.05877955
3.2037e+06,27.74306107,-24.97421455,0.05778677
3.2073e+06,27.72099113,-24.99841118,0.05679770
3.2109e+06,27.69892502,-25.02260590,0.05581101
3.2145e+06,27.67686653,-25.04680061,0.05482702
3.2181e+06,27.65481377,-25.07098007,0.05384441
3.2217e+06,27.63273621,-25.09515953,0.05285864
3.2253e+06,27.61098480,-25.11970711,0.05197754
3.2289e+06,27.58923912,-25.14425087,0.05109761
3.2325e+06,27.56748962,-25.16877556,0.05021778
3.2361e+06,27.54725456,-25.19484138,0.04979163
3.2397e+06,27.52753639,-25.22142029,0.04952085
3.2433e+06,27.50779343,-25.24799728,0.04924649
3.2469e+06,27.48804283,-25.27455330,0.04897129
3.2505e+06,27.46830559,-25.30111122,0.04870011
3.2541e+06,27.44857216,-25.32766533,0.04843081
3.2577e+06,27.42883873,-25.35421944,0.04816452
3.2613e+06,27.40910339,-25.38077354,0.04789870
3.2649e+06,27.38937569,-25.40730858,0.04763527
3.2685e+06,27.36962891,-25.43383980,0.04736888
3.2721e+06,27.34989548,-25.46037102,0.04710822
3.2757e+06,27.33016396,-25.48690414,0.04684875
3.2793e+06,27.31042862,-25.51343536,0.04659145
3.2829e+06,27.29069138,-25.53994942,0.04633191
3.2865e+06,27.27095795,-25.56645393,0.04607588
3.2901e+06,27.25122452,-25.59295845,0.04582194
3.2937e+06,27.23148155,-25.61946487,0.04556685
3.2973e+06,27.21175385,-25.64596939,0.04531772
3.3009e+06,27.19201660,-25.67245483,0.04506600
3.3045e+06,27.17229271,-25.69893074,0.04481791
3.3081e+06,27.15255737,-25.72540283,0.04456867
3.3117e+06,27.13282394,-25.75187874,0.04432204
3.3153e+06,27.11309242,-25.77835274,0.04407790
3.3189e+06,27.09335518,-25.80481529,0.04383414
3.3225e+06,27.07361794,-25.83126640,0.04359015
3.3261e+06,27.05388832,-25.85771561,0.04334887
3.3297e+06,27.03416443,-25.88417053,0.04311180
3.3333e+06,27.01443481,-25.91061974,0.04287572
3.3369e+06,26.99470711,-25.93706703,0.04264113
3.3405e+06,26.97496033,-25.96349525,0.04240174
3.3441e+06,26.95522881,-25.98992348,0.04216891
3.3477e+06,26.93534851,-26.01621437,0.04189428
3.3513e+06,26.91527176,-26.04232025,0.04156476
3.3549e+06,26.89520454,-26.06842041,0.04123792
3.3585e+06,26.87511063,-26.09452629,0.04090902
3.3621e+06,26.85501862,-26.12061310,0.04057977
3.3657e+06,26.83493614,-26.14669800,0.04025544
3.3693e+06,26.81486130,-26.17278481,0.03993250
3.3729e+06,26.79478264,-26.19887161,0.03961224
3.3765e+06,26.77470970,-26.22495651,0.03929448
3.3801e+06,26.75462914,-26.25102997,0.03897596
3.3837e+06,26.73453331,-26.27709389,0.03865600
3.3873e+06,26.71444702,-26.30315590,0.03833812
3.3909e+06,26.69436836,-26.32921982,0.03802495
3.3945e+06,26.67428207,-26.35528374,0.03771246
3.3981e+06,26.65419960,-26.38134003,0.03740065
3.4017e+06,26.63412285,-26.40737343,0.03708919
3.4053e+06,26.61403275,-26.43339729,0.03677658
3.4089e+06,26.59395027,-26.45942116,0.03646707
3.4125e+06,26.57385635,-26.48544693,0.03615812
3.4161e+06,26.55377007,-26.51146889,0.03585158
3.4197e+06,26.53368759,-26.53746796,0.03554488
3.4233e+06,26.51360130,-26.56346703,0.03523916
3.4269e+06,26.49351501,-26.58946800,0.03493594
3.4305e+06,26.47342873,-26.61546707,0.03463421
3.4341e+06,26.45334435,-26.64146614,0.03433529
3.4377e+06,26.43326950,-26.66745377,0.03403823
3.4413e+06,26.41318512,-26.69344330,0.03374136
3.4449e+06,26.39311028,-26.71943092,0.03344839
3.4485e+06,26.37302589,-26.74541855,0.03315521
3.4521e+06,26.35294151,-26.77140617,0.03286411
3.4557e+06,26.33286667,-26.79738426,0.03257549
3.4593e+06,26.31277847,-26.82334900,0.03228441
3.4629e+06,26.29269600,-26.84931564,0.03199715
3.4665e+06,26.27261925,-26.87528229,0.03171249
3.4701e+06,26.25254440,-26.90124893,0.03142944
3.4737e+06,26.23247147,-26.92720985,0.03114967
3.4773e+06,26.21238518,-26.95315361,0.03086592
3.4809e+06,26.19230080,-26.97909927,0.03058468
3.4845e+06,26.17221260,-27.00504303,0.03030502
3.4881e+06,26.15213013,-27.03098488,0.03002787
3.4917e+06,26.13204956,-27.05692863,0.02975289
3.4953e+06,26.11199379,-27.08285522,0.02948259
3.4989e+06,26.09190750,-27.10877800,0.02920805
3.5025e+06,26.07181740,-27.13469887,0.02893390
3.5061e+06,26.05172539,-27.16062355,0.02866315
3.5097e+06,26.03165054,-27.18654251,0.02839565
3.5133e+06,26.01157379,-27.21244240,0.02812708
3.5169e+06,25.99149513,-27.23831367,0.02785696
3.5205e+06,25.97142220,-27.26418304,0.02758994
3.5241e+06,25.95132828,-27.29006958,0.02732310
3.5277e+06,25.93124390,-27.31594276,0.02705712
3.5313e+06,25.91115761,-27.34181213,0.02679387
3.5349e+06,25.89107323,-27.36766624,0.02653036
3.5385e+06,25.87098694,-27.39352417,0.02626815
3.5421e+06,25.85090256,-27.41938782,0.02600925
3.5457e+06,25.83081245,-27.44525337,0.02575178
3.5493e+06,25.81072044,-27.47111511,0.02549486
3.5529e+06,25.79064178,-27.49697113,0.02524186
3.5565e+06,25.77055931,-27.52280617,0.02498743
3.5601e+06,25.75047112,-27.54864502,0.02473385
3.5637e+06,25.73039246,-27.57448769,0.02448505
3.5673e+06,25.71030426,-27.60032654,0.02423558
3.5709e+06,25.69021797,-27.62617111,0.02398803
3.5745e+06,25.67013931,-27.65198898,0.02374177
3.5781e+06,25.65006256,-27.67780685,0.02349751
3.5817e+06,25.62998199,-27.70362282,0.02325433
3.5853e+06,25.60989952,-27.72944069,0.02301266
3.5889e+06,25.58981705,-27.75525856,0.02277256
3.5925e+06,25.56973076,-27.78106880,0.02253273
3.5961e+06,25.54964828,-27.80687523,0.02229526
3.5997e+06,25.52956009,-27.83267975,0.02205865
3.6033e+06,25.50947762,-27.85848045,0.02182421
3.6069e+06,25.48940086,-27.88428688,0.02159264
3.6105e+06,25.46931839,-27.91009140,0.02136266
3.6141e+06,25.44923973,-27.93587875,0.02113273
3.6177e+06,25.42916489,-27.96165466,0.02090371
3.6213e+06,25.40907860,-27.98743439,0.02067497
3.6249e+06,25.38899803,-28.01321602,0.02044985
3.6285e+06,25.36890984,-28.03897476,0.02022214
3.6321e+06,25.34883690,-28.06472588,0.01999768
3.6357e+06,25.32875824,-28.09046173,0.01977196
3.6393e+06,25.30868912,-28.11619759,0.01955068
3.6429e+06,25.28860664,-28.14193344,0.01932856
3.6465e+06,25.26850510,-28.16767120,0.01910399
3.6501e+06,25.24841690,-28.19340324,0.01888518
3.6537e+06,25.22833252,-28.21912575,0.01866554
3.6573e+06,25.20824623,-28.24484062,0.01844718
3.6609e+06,25.18816566,-28.27055168,0.01823135
3.6645e+06,25.16809082,-28.29626274,0.01801835
3.6681e+06,25.14800453,-28.32197762,0.01780583
3.6717e+06,25.12792015,-28.34768867,0.01759476
3.6753e+06,25.10783195,-28.37338257,0.01738241
3.6789e+06,25.08774567,-28.39907646,0.01717274
3.6825e+06,25.06766891,-28.42477417,0.01696714
3.6861e+06,25.04758263,-28.45046616,0.01676020
3.6897e+06,25.02750587,-28.47616386,0.01655820
3.6933e+06,25.00742340,-28.50185966,0.01635567
3.6969e+06,24.98734093,-28.52754021,0.01615436
3.7005e+06,24.96725464,-28.55322075,0.01595382
3.7041e+06,24.94716263,-28.57890129,0.01575437
3.7077e+06,24.92708015,-28.60458183,0.01555736
3.7113e+06,24.90699196,-28.63026237,0.01536173
3.7149e+06,24.88690948,-28.65592957,0.01516783
3.7185e+06,24.86681938,-28.68158340,0.01497237
3.7221e+06,24.84673691,-28.70723724,0.01478017
3.7257e+06,24.82665253,-28.73286438,0.01458598
3.7293e+06,24.80656624,-28.75847816,0.01438971
3.7329e+06,24.78648186,-28.78409004,0.01419811
3.7365e+06,24.76639366,-28.80970383,0.01400691
3.7401e+06,24.74631310,-28.83531761,0.01381863
3.7437e+06,24.72622871,-28.86092949,0.01363178
3.7473e+06,24.70614624,-28.88654327,0.01344652
3.7509e+06,24.68606377,-28.91215706,0.01326256
3.7545e+06,24.66598511,-28.93776894,0.01308237
3.7581e+06,24.64590836,-28.96338272,0.01290408
3.7617e+06,24.62582588,-28.98899651,0.01272546
3.7653e+06,24.60575485,-29.01461029,0.01255093
3.7689e+06,24.58566284,-29.04018211,0.01236992
3.7725e+06,24.56557655,-29.06575394,0.01219183
3.7761e+06,24.54549217,-29.09132576,0.01201620
3.7797e+06,24.52541161,-29.11689758,0.01184217
3.7833e+06,24.50532913,-29.14247131,0.01166913
3.7869e+06,24.48524857,-29.16804314,0.01149915
3.7905e+06,24.46517754,-29.19361496,0.01133252
3.7941e+06,24.44508171,-29.21918678,0.01116382
3.7977e+06,24.42499161,-29.24475861,0.01099700
3.8013e+06,24.40490341,-29.27033234,0.01083237
3.8049e+06,24.38481712,-29.29590416,0.01067034
3.8085e+06,24.36472702,-29.32146645,0.01050771
3.8121e+06,24.34464645,-29.34699631,0.01034477
3.8157e+06,24.32458305,-29.37252808,0.01018650
3.8193e+06,24.30449104,-29.39805984,0.01002572
3.8229e+06,24.28440285,-29.42359161,0.00986579
3.8265e+06,24.26431465,-29.44912148,0.00970922
3.8301e+06,24.24422836,-29.47465324,0.00955365
3.8337e+06,24.22414017,-29.50018501,0.00939968
3.8373e+06,24.20405579,-29.52571678,0.00924818
3.8409e+06,24.18398476,-29.55124664,0.00910151
3.8445e+06,24.16389847,-29.57677841,0.00895334
3.8481e+06,24.14381218,-29.60231018,0.00880663
3.8517e+06,24.12372780,-29.62782669,0.00866093
3.8553e+06,24.10364914,-29.65331841,0.00851418
3.8589e+06,24.08356476,-29.67880821,0.00836800
3.8625e+06,24.06348228,-29.70429802,0.00822429
3.8661e+06,24.04339790,-29.72978783,0.00808203
3.8697e+06,24.02332497,-29.75527763,0.00794283
3.8733e+06,24.00324249,-29.78076935,0.00780451
3.8769e+06,23.98316002,-29.80625916,0.00766733
3.8805e+06,23.96307755,-29.83174896,0.00753205
3.8841e+06,23.94299507,-29.85723877,0.00739880
3.8877e+06,23.92291260,-29.88273048,0.00726716
3.8913e+06,23.90282631,-29.90822029,0.00713608
3.8949e+06,23.88274765,-29.93370056,0.00700734
3.8985e+06,23.86265755,-29.95915031,0.00687491
3.9021e+06,23.84257507,-29.98459816,0.00674407
3.9057e+06,23.82249260,-30.01004791,0.00661602
